"Competitive Bid Service Area ID","Competitive Bid Service Area Name","Company Name","DBA Name","Address","Address 2","City","State","Zip","Zip Plus 4","Phone","Toll-Free Telephone","Product Category Name","Competitive Bid?"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMAY 09500","1455 E NOBLE AVE                                       ","                                                       ","VISALIA                       ","CA","93292","    ","(559)636-1603","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #03009","3500 PALMER DR                                         ","                                                       ","CAMERON PARK                  ","CA","95682","    ","(530)676-0171","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #03051","17579 VIERRA CANYON RD                                 ","                                                       ","SALINAS                       ","CA","93907","    ","(831)663-3861","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY 09502","43418 FLORIDA AVE                                      ","                                                       ","HEMET                         ","CA","92544","    ","(951)927-2584","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #01173","455 CENTER ST                                          ","                                                       ","HEALDSBURG                    ","CA","95448","    ","(707)433-3357","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #03033","110 E STETSON AVE                                      ","                                                       ","HEMET                         ","CA","92543","    ","(951)766-1618","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #03050","268 RESERVATION RD                                     ","                                                       ","MARINA                        ","CA","93933","    ","(831)384-1605","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #03024","7201 REGIONAL ST                                       ","                                                       ","DUBLIN                        ","CA","94568","    ","(925)828-3823","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09494","35080 NEWARK BLVD                                      ","                                                       ","NEWARK                        ","CA","94560","    ","(510)796-4050","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09487","8861 GREENBACK LN                                      ","                                                       ","ORANGEVALE                    ","CA","95662","    ","(916)989-4001","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #01283","3236 LAKESHORE AVE                                     ","                                                       ","OAKLAND                       ","CA","94610","    ","(510)451-1737","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09513","1570 ROSECRANS AVE                                     ","                                                       ","MANHATTAN BEACH               ","CA","90266","    ","(310)536-9255","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09498","1800 SARATOGA AVE                                      ","                                                       ","SAN JOSE                      ","CA","95129","    ","(408)253-3352","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09509","4424 TREAT BLVD                                        ","                                                       ","CONCORD                       ","CA","94521","    ","(925)676-4040","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #02124","8585 ELK GROVE BLVD                                    ","                                                       ","ELK GROVE                     ","CA","95624","    ","(916)686-5193","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09995","1405 FOXWORTHY AVE                                     ","                                                       ","SAN JOSE                      ","CA","95118","    ","(408)264-0371","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #01804","675 TRANCAS ST                                         ","                                                       ","NAPA                          ","CA","94558","    ","(707)252-2844","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09525","260 SPRUCE ST                                          ","                                                       ","GRIDLEY                       ","CA","95948","    ","(530)846-3634","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY # 09527","12100 VENTURA BLVD                                     ","                                                       ","STUDIO CITY                   ","CA","91604","    ","(818)763-5562","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #00331","2000 DRISCOLL RD                                       ","                                                       ","FREMONT                       ","CA","94539","    ","(510)770-8571","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #01300","662 E BORONDA RD                                       ","                                                       ","SALINAS                       ","CA","93906","    ","(831)443-0891","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #03061","3475 MCKEE RD                                          ","                                                       ","SAN JOSE                      ","CA","95127","    ","(408)272-9174","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09530","155 W LOS ANGELES AVE                                  ","                                                       ","MOORPARK                      ","CA","93021","    ","(805)530-0996","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #03068","10776 WESTVIEW PKWY                                    ","                                                       ","SAN DIEGO                     ","CA","92126","    ","(858)566-4551","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #03066","8351 ELK GROVE FLORIN RD                               ","                                                       ","SACRAMENTO                    ","CA","95829","    ","(916)681-7913","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09538","1792 GARNET AVE                                        ","                                                       ","SAN DIEGO                     ","CA","92109","    ","(858)483-1489","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #03069","451 S REINO RD                                         ","                                                       ","NEWBURY PARK                  ","CA","91320","    ","(805)499-4006","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09533","19783 RINALDI ST                                       ","                                                       ","PORTER RANCH                  ","CA","91326","    ","(818)368-6279","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09526","8455 AUBURN FOLSOM RD                                  ","                                                       ","GRANITE BAY                   ","CA","95746","    ","(916)791-2197","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHRAMACY #09536","490 MARKET PL                                          ","                                                       ","SAN RAMON                     ","CA","94583","    ","(925)327-0435","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09544","1880 S PACIFIC COAST HWY                               ","                                                       ","REDONDO BEACH                 ","CA","90277","    ","(310)316-6492","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09534","4850 SAN FELIPE RD                                     ","                                                       ","SAN JOSE                      ","CA","95135","    ","(408)532-2952","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09535","63 LINCOLN BLVD                                        ","                                                       ","LINCOLN                       ","CA","95648","    ","(916)408-0230","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #03153","733 E MAIN ST                                          ","                                                       ","SANTA MARIA                   ","CA","93454","    ","(805)922-2040","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #03075","5059 BUSINESS CENTER DR                                ","                                                       ","FAIRFIELD                     ","CA","94534","    ","(707)863-0722","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09541","23330 EL TORO RD                                       ","                                                       ","LAKE FOREST                   ","CA","92630","    ","(949)830-4422","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #03077","801 OAKDALE RD                                         ","STE F                                                  ","MODESTO                       ","CA","95355","    ","(209)525-9430","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09558","320 S TWIN OAKS VALLEY RD                              ","                                                       ","SAN MARCOS                    ","CA","92078","    ","(760)471-8019","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY # 03903","3202 WILSHIRE BLVD                                     ","                                                       ","SANTA MONICA                  ","CA","90403","    ","(310)829-5523","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09539","41 N MAIN ST                                           ","                                                       ","ANGELS CAMP                   ","CA","95222","    ","(209)736-1840","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #03079","2224 PATTERSON RD                                      ","                                                       ","RIVERBANK                     ","CA","95367","    ","(209)869-6499","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09553","4349 SAN PABLO AVE                                     ","                                                       ","EMERYVILLE                    ","CA","94608","    ","(510)653-0526","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09548","2501 ANTHEM VILLAGE DR                                 ","                                                       ","HENDERSON                     ","NV","89052","    ","(702)990-4613","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09550","40365 WINCHESTER RD                                    ","                                                       ","TEMECULA                      ","CA","92591","    ","(951)296-6729","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09563","3458 S SEPULVEDA BLVD                                  ","                                                       ","LOS ANGELES                   ","CA","90034","    ","(310)839-9055","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09556","1740 S VICTORIA AVE                                    ","                                                       ","VENTURA                       ","CA","93003","    ","(805)644-1833","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #03078","2151 MEEKER AVE                                        ","                                                       ","RICHMOND                      ","CA","94804","    ","(510)231-5922","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #03908","1885 W 11TH ST                                         ","                                                       ","TRACY                         ","CA","95376","    ","(209)836-1460","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #03911","1060 E CYPRESS AVE                                     ","                                                       ","REDDING                       ","CA","96002","    ","(530)221-5575","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #03909","4400 LATROBE RD                                        ","                                                       ","EL DORADO HILLS               ","CA","95762","    ","(916)934-0133","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #03862","1030 PLEASANT GROVE BLVD                               ","                                                       ","ROSEVILLE                     ","CA","95678","    ","(916)780-4733","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09567","1835 CLIFF DR                                          ","                                                       ","SANTA BARBARA                 ","CA","93109","    ","(805)962-8709","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #03914","11655 DUENDA RD                                        ","                                                       ","SAN DIEGO                     ","CA","92127","    ","(858)385-0223","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY # 03931","650 N BELLFLOWER BLVD                                  ","                                                       ","LONG BEACH                    ","CA","90814","    ","(562)597-2143","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09559","1285 LINCOLN AVE                                       ","                                                       ","SAN JOSE                      ","CA","95125","    ","(408)280-5521","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #03937","455 S MAIN STREET                                      ","                                                       ","RED BLUFF                     ","CA","96080","    ","(530)529-5530","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #03932","150 S MAIN ST                                          ","                                                       ","FORT BRAGG                    ","CA","95437","    ","(707)961-0464","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #03925","2133 SHAW AVE                                          ","                                                       ","CLOVIS                        ","CA","93611","    ","(559)297-6730","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #03939","800 W HARRIS ST                                        ","STE 20                                                 ","EUREKA                        ","CA","95503","    ","(707)443-8311","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #03950","2790 E BIDWELL ST                                      ","                                                       ","FOLSOM                        ","CA","95630","    ","(916)983-8774","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY # 03943","5039 FOLSOM BLVD                                       ","                                                       ","SACRAMENTO                    ","CA","95819","    ","(916)739-0740","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #03942","8915 TOWNE CENTRE DR                                   ","                                                       ","SAN DIEGO                     ","CA","92122","    ","(858)550-9066","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09546","3251 STANDFORD RANCE RD                                ","                                                       ","ROCKLIN                       ","CA","95765","    ","(916)435-8711","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09565","14830 HIGHWAY 4                                        ","                                                       ","DISCOVERY BAY                 ","CA","94505","    ","(925)240-7189","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #03938","1496 POLLARD RD                                        ","                                                       ","LOS GATOS                     ","CA","95032","    ","(408)376-3554","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #03940","1107 N WILLOW AVE                                      ","                                                       ","CLOVIS                        ","CA","93611","    ","(559)322-0340","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #03935","855 EL CAMINO REAL                                     ","                                                       ","PALO ALTO                     ","CA","94301","    ","(650)322-2554","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #097633","1080 SPERRY AVE                                        ","                                                       ","PATTERSON                     ","CA","95363","    ","(209)892-5584","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","LONGS DRUG STORE # 09134","49980 JEFFERSON ST                                     ","                                                       ","INDIO                         ","CA","92201","    ","(760)771-8848","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY # 03944","1520 EAST F ST                                         ","                                                       ","OAKDALE                       ","CA","95361","    ","(209)845-1860","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","LONGS DRUG STORE #09586","55 DAMONTE RANCH PKWY                                  ","                                                       ","RENO                          ","NV","89521","    ","(775)852-9304","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #03951","305 S HIGHWAY 101                                      ","                                                       ","SOLANA BEACH                  ","CA","92075","    ","(858)259-0340","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #03952","783 RIO DEL MAR BLVD                                   ","STE 3                                                  ","APTOS                         ","CA","95003","    ","(831)687-0460","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09143","5800 SANTA ROSA RD                                     ","                                                       ","CAMARILLO                     ","CA","93012","    ","(805)484-8208","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #03945","1701 K ST                                              ","                                                       ","SACRAMENTO                    ","CA","95811","    ","(916)444-9266","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY # 03948","2878 VISTA BLVD                                        ","                                                       ","SPARKS                        ","NV","89434","    ","(775)356-9708","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09151","600 W MAIN ST                                          ","                                                       ","SANTA PAULA                   ","CA","93060","    ","(805)933-2998","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09595","1382 SOLANO AVE                                        ","                                                       ","ALBANY                        ","CA","94706","    ","(510)559-3414","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09132","9285 ELK GROVE BLVD                                    ","                                                       ","ELK GROVE                     ","CA","95624","    ","(916)714-5372","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #03947","10045 COMBIE RD                                        ","                                                       ","AUBURN                        ","CA","95602","    ","(530)268-3753","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09157","23791 WASHINGTON AVE                                   ","                                                       ","MURRIETA                      ","CA","92562","    ","(951)698-9616","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY#03934","60 NORTH MOORPARK ROAD                                 ","                                                       ","THOUSAND OAKS                 ","CA","91360","    ","(805)796-9310","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY 09376","3471 LAKE TAHOE BLVD                                   ","                                                       ","SOUTH LAKE TAHOE              ","CA","96150","    ","(530)541-9477","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09592","1435 E GRAND AVE                                       ","                                                       ","ARROYO GRANDE                 ","CA","93420","    ","(805)474-5720","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09976","950 N LAKE BLVD                                        ","SUITE 100                                              ","TAHOE CITY                    ","CA","96145","    ","(530)584-0250","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09377","1065 W MANNING AVE                                     ","                                                       ","REEDLEY                       ","CA","93654","    ","(559)638-0467","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #03058","26180 IRIS AVE                                         ","                                                       ","MORENO VALLEY                 ","CA","92555","    ","(951)601-2468","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","LONGS DRUG STORE #03056","2293 H DELA ROSA SR ST                                 ","                                                       ","SOLEDAD                       ","CA","93960","    ","(831)678-5110","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY # 03026","2300 SHATTUCK AVE                                      ","                                                       ","BERKELEY                      ","CA","94704","    ","(510)549-4255","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #02294","821 THE ALAMEDA                                        ","                                                       ","SAN JOSE                      ","CA","95126","    ","(408)291-4553","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09144","7021 HOLLYWOOD BLVD                                    ","                                                       ","LOS ANGELES                   ","CA","90028","    ","(323)836-0307","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09847","29985 CANYON HILLS RD                                  ","                                                       ","LAKE ELSINORE                 ","CA","92532","    ","(951)244-6001","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #04788","2 W FERN AVE                                           ","                                                       ","REDLANDS                      ","CA","92373","    ","(909)793-9398","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #04774","7117 BROCKTON AVE                                      ","                                                       ","RIVERSIDE                     ","CA","92506","    ","(951)782-3653","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #04704","6405 DAY ST                                            ","                                                       ","RIVERSIDE                     ","CA","92507","    ","(951)697-5657","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09160","102 N SAN GABRIEL BLVD                                 ","                                                       ","SAN GABRIEL                   ","CA","91775","    ","(626)237-2054","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09190","1299 E ONTARIO AVE                                     ","                                                       ","CORONA                        ","CA","92881","    ","(951)270-2073","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09853","6247 GRAHAM HILL RD                                    ","                                                       ","FELTON                        ","CA","95018","    ","(831)335-6403","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09212","1843 S LA CIENEGA BLVD                                 ","                                                       ","LOS ANGELES                   ","CA","90035","    ","(310)558-0373","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","LONGS PHARMACY #04463","30 AULIKE ST                                           ","STE 104                                                ","KAILUA                        ","HI","96734","    ","(808)266-3222","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","LONGS PHARMACY #04496","1900 MAIN ST                                           ","STE 4                                                  ","WAILUKU                       ","HI","96793","    ","(808)244-9099","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","LONGS DRUG STORE #708","41 E LIPOA ST                                          ","STE 23A                                                ","KIHEI                         ","HI","96753","    ","(808)749-8499","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","LONGS PHARMACY #06928","2070 N KING ST                                         ","STE 5                                                  ","HONOLULU                      ","HI","96819","    ","(808)845-8324","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09199","5420 DEWEY DR                                          ","                                                       ","FAIR OAKS                     ","CA","95628","    ","(916)864-4803","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY # 06582","255 MAIN ST                                            ","                                                       ","VENICE                        ","CA","90291","    ","(310)399-2436","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #04291","12058 PALMDALE RD                                      ","                                                       ","ADELANTO                      ","CA","92301","    ","(760)246-2803","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09710","111 E MERCED ST                                        ","                                                       ","FOWLER                        ","CA","93625","    ","(559)834-1606","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #09712","3340 N TEXAS ST                                        ","                                                       ","FAIRFIELD                     ","CA","94533","    ","(707)423-9463","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY #04151","2050 CLUB CENTER DR                                    ","                                                       ","SACRAMENTO                    ","CA","95835","    ","(916)928-6848","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY # 04652","590 W PUTNAM AVE                                       ","STE 1                                                  ","PORTERVILLE                   ","CA","93257","    ","(559)784-6336","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY # 09842","1980 N CARSON ST                                       ","                                                       ","CARSON CITY                   ","NV","89701","    ","(775)882-2299","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","LONGS DRUG #06870","16-529 KEAAU-PAHOA RD                                  ","                                                       ","KEAAU                         ","HI","96749","    ","(808)982-8600","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY # 09840","8005 S VIRGINIA ST                                     ","                                                       ","RENO                          ","NV","89511","    ","(775)873-7555","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LONGS DRUG STORES CALIFORNIA LLC                                      ","CVS PHARMACY # 09843","461 W WILLIAMS AVE                                     ","                                                       ","FALLON                        ","NV","89406","    ","(775)867-3700","","Blood Glucose Monitors & Supplies: Mail Order","N"
